id,label,softwaretype,con_medicine,con_biochemistry_genetics_and_molecular_biology,con_agricultural_and_biological_sciences,con_neuroscience,con_computer_science,con_mathematics,con_environmental_science,con_immunology_and_microbiology,con_pharmacology_toxicology_and_pharmaceutics,con_chemistry,con_physics_and_astronomy,con_social_sciences,con_NA,con_veterinary,con_health_professions,con_chemical_engineering,con_engineering,con_nursing,con_materials_science,con_multidisciplinary,con_psychology,mt_usage,mt_mention,mt_deposition,mt_creation,community_no,degree_in,degree_out,betweenness
<https://www.wikidata.org/wiki/Q18387989>,TargetScan,Application,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,13.094603858099163,12,0
<https://www.wikidata.org/wiki/Q1161680>,JMP,Application,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0.4129015895116478,0.6,0
<http://genetics.bwh.harvard.edu/pph2>,PolyPhen,Application,2,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,47.53497707489643,15.5,14
<https://www.wikidata.org/wiki/Q18359288>,PLINK,Application,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,11,51.280244255540296,9.571428571428573,24711
<https://github.com/arq5x/bedtools2>,BEDTools,Application,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,9.83694316436252,8,0
<http://csg.sph.umich.edu/abecasis/metal>,METAL,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,17.79899861945595,11,0
<https://cran.r-project.org/package=glmnet>,glmnet,PlugIn,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2.192577329354365,3.5,0
<https://doi.org/10.1093/bioinformatics/bts015>,gpu-lasso,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.5774193548387097,4,0
<https://www.wikidata.org/wiki/Q681360>,OpenCL,ProgrammingEnvironment,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5774193548387097,4,0
<http://calib.org/calib>,CALIB,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5.010752688172043,3,3172
<https://amaral.northwestern.edu/resources/software/netcarto>,netcarto,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://cran.r-project.org/package=bipartite>,bipartite,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://www.guimaraes.bio.br/soft.html>,Aninhado,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://www.wikidata.org/wiki/Q96075529>,Pajek,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://bioconductor.org/>,Bioconductor,PlugIn,1,5,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,9.795293495505025,3.800000000000001,0
<https://bioconductor.org/packages/FunciSNP>,FunciSNP,PlugIn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.21075268817204298,2,0
<http://doi.org/10.1186/gb-2006-7-4-r29>,genemapper,Application,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,30.887366653916445,18.33333333333333,11
<https://www.nucleics.com/DNA_sequencing_support/Trace_viewer_reviews/BioEdit>,BioEdit,Application,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,20.879951000408333,12.333333333333337,0
<http://www.aqua.stir.ac.uk/rep-gen/Downloads.html>,FAP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.094086021505376,5,0
<https://cran.r-project.org/package=car>,car,PlugIn,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2.604838709677419,3,0
<https://cran.r-project.org/package=MCMCglmm>,MCMCglmm,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.094086021505376,5,0
<https://www.wikidata.org/wiki/Q866737>,ClustalW,Application,3,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,20.72171648130425,9,0
<http://biocomputer.bio.cuhk.edu.hk/T3DB/T3_MM.php>,T3_MM,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.010752688172043012,1,0
<https://www.wikidata.org/wiki/Q4784993>,ArcMap,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.12186379928315412,2,0
<https://www.wikidata.org/wiki/Q18411871>,G*Power,Application,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5.031586021505376,2.333333333333333,4752
<https://cran.r-project.org/package=sensitivity>,sensitivity,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.010752688172043012,1,0
<https://www.wikidata.org/wiki/Q1235617>,Photofiltre,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8718637992831542,4,0
<https://bioconductor.org/packages/illuminaio>,illuminaio,PlugIn,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.21075268817204298,2,0
<https://cran.r-project.org/package=rjags>,rjags,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.510752688172043,2,0
<https://www.wikidata.org/wiki/Q6316598>,JAGS,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1.021505376344086,1.5,0
<https://bioconductor.org/packages/DriverNet>,DriverNet,PlugIn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.21075268817204298,2,0
<https://cran.r-project.org/package=aLFQ>,aLFQ,PlugIn,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.510752688172043,2,0
<https://www.wikidata.org/wiki/Q2086703>,CRAN,Application,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2.0984284532671627,2.5,0
<https://cran.r-project.org/package=dcGOR>,dcGOR,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5876757650951199,3,0
<https://www.wikidata.org/wiki/Q64189>,MapInfo Professional,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3440860215053763,2,0
<https://cran.r-project.org/package=dismo>,dismo,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.010752688172043,2,0
<https://github.com/Insubric/fire-calculator>,Fire Weather Indices Calculator,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.010752688172043,2,0
<https://remoteproctor.com/>,Remote Proctor Now,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.3440860215053763,3,0
<https://www.proctoru.com/>,ProctorU,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.3440860215053763,3,0
<https://www.wikidata.org/wiki/Q326489>,ggplot2,PlugIn,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5.298924731182796,3.666666666666667,0
<https://cran.r-project.org/package=mgcv>,mgcv,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6.121505376344086,5.5,0
<https://cran.r-project.org/package=raster>,raster,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.510752688172043,5,0
<https://cran.r-project.org/package=rgdal>,rgdal,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.510752688172043,5,0
<https://www.wikidata.org/wiki/Q1797907>,Land Cover Classification System,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.510752688172043,5,0
<https://www.wikidata.org/wiki/Q580605>,GDAL,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.510752688172043,5,0
<https://cran.r-project.org/package=rstan>,Rstan,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.510752688172043,3,0
<https://github.com/rmcelreath/rethinking/blob/master/R/map2stan.r>,map2stan,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.510752688172043,3,0
<https://www.wikidata.org/wiki/Q17085079>,Stan,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2.17741935483871,2,0
<https://www.wikidata.org/wiki/Q28974859>,GATK,Application,2,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,11,55.20027521761393,18,14
<http://www.phosphortholog.com/>,PhosphOrtholog,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,6.882547559966914,10,0
<https://www.wikidata.org/wiki/Q1575>,Internet Explorer,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6.882547559966914,10,0
<https://www.wikidata.org/wiki/Q230036>,jQuery,ProgrammingEnvironment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6.882547559966914,10,0
<https://www.wikidata.org/wiki/Q35773>,Safari,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6.882547559966914,10,0
<https://www.wikidata.org/wiki/Q698>,Firefox,Application,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,8.385079205536535,6,0
<https://www.wikidata.org/wiki/Q777>,Chrome,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6.882547559966914,10,0
<https://www.wikidata.org/wiki/Q842014>,Django,ProgrammingEnvironment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6.882547559966914,10,0
<https://www.wikidata.org/wiki/Q8811>,HTML,ProgrammingEnvironment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6.882547559966914,10,0
<http://www.rummlab.com.au/>,RUMM,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3.3202764976958523,6,0
<https://cran.r-project.org/package=eRm>,eRM,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,3.3202764976958523,6,0
<https://cran.r-project.org/package=ltm>,ltm,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3.3202764976958523,6,0
<https://www.wikidata.org/wiki/Q5013404>,ConQuest,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3.3202764976958523,6,0
<https://cran.r-project.org/package=epitools>,EpiTools,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.013284333741663264,2,0
<https://www.gsea-msigdb.org/gsea/index.jsp>,GSEA,Application,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,17.885616076150185,7.9999999999999964,16328
<http://www.singlecaseresearch.org/calculators/pabak-os>,PABAK-OS calculator,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.01894940948351842,2,0
<http://whitelab.biology.dal.ca/SOCPROG/social.htm>,SOCPROG,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.010752688172043,3,0
<https://cran.r-project.org/package=boot>,boot,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.010752688172043,3,0
<https://tlocoh.r-forge.r-project.org/>,T-LoCoH,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.010752688172043,3,0
<https://cran.r-project.org/package=survival>,survival,PlugIn,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,28.565591397849463,12.000000000000004,237
<https://cran.r-project.org/package=clam>,clam,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.510752688172043,4,0
<https://cran.r-project.org/package=rioja>,rioja,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.510752688172043,4,0
<https://eprint.ncl.ac.uk/6053>,C2,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.510752688172043,4,0
<https://www.illumina.com/techniques/microarrays/array-data-analysis-experimental-design/genomestudio.html>,GenomeStudio,Application,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,24.922873900293254,15.5,0
<https://github.com/bwallace/OpenMeta-analyst->,Open Meta-Analyst,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.010752688172043012,1,0
<https://bioconductor.org/packages/MSstats>,MSstats,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.056207233626589,6,0
<https://cran.r-project.org/package=Epi>,Epi,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.056207233626589,6,0
<https://sciex.com/products/software/analyst-software>,Analyst,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.056207233626589,6,0
<https://www.bio-rad.com/en-us/product/bio-plex-manager-software-standard-edition>,Bioplex Manager,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.056207233626589,6,0
<https://www.wikidata.org/wiki/Q48989793>,Skyline,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.056207233626589,6,0
<https://cran.r-project.org/package=rpart>,rpart,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.015157974515655346,2,0
<https://cran.r-project.org/package=sourceR>,sourceR,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.010752688172043012,1,0
<https://cran.r-project.org/package=epiR>,EpiR,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.6107526881720429,6,0
<https://www.wikidata.org/wiki/Q1329181>,QGIS,Application,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3.7988490403751305,3.666666666666667,0
<http://jvsmicroscope.uta.fi/immunoratio>,Immunoratio,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,9,3.1251317731393633,6,0
<http://www.figurej.org/>,FigureJ,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,3.1251317731393633,6,0
<https://cran.r-project.org/package=ROCR>,ROCR,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,3.1251317731393633,6,0
<https://github.com/gilbertbigras/Ki67>,Ki67 Vv,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,3.1251317731393633,6,0
<https://cran.r-project.org/package=lattice>,lattice,PlugIn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.844086021505376,5,0
<https://cran.r-project.org/package=mice>,mice,PlugIn,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4.354838709677419,3.5,0
<https://cran.r-project.org/package=mitml>,mitml,PlugIn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.844086021505376,5,0
<https://cran.r-project.org/package=survC1>,survC1,PlugIn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.844086021505376,5,0
<https://cran.r-project.org/package=fmsb>,fmsb,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.010752688172043012,1,0
<http://familygenomics.systemsbiology.net/grab>,GRAB,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2.2492142266335815,5,0
<http://vcftools.sourceforge.net/>,vcftools,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2.2492142266335815,5,0
<https://bitbucket.org/tguenther/read>,READ,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,2.2492142266335815,5,0
<https://bioconductor.org/packages/Rhtslib>,Rhtslib,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.2774193548387096,5,0
<https://bioconductor.org/packages/scPipe>,scPipe,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.2774193548387096,5,0
<https://cran.r-project.org/package=Rcpp>,Rcpp,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.2774193548387096,5,0
<https://atgu.mgh.harvard.edu/plinkseq>,PLINK/SEQ,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://bioconductor.org/packages/GeneOverlap>,GeneOverlap,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://doi.org/10.25386/genetics.10266425>,CNVmap,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://github.com/broadinstitute/picard>,Picard,Application,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,34.64769585253456,22.5,0
<https://github.com/marcelm/cutadapt>,cutadapt,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://github.com/najoshi/sickle>,sickle,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://github.com/samtools/bcftools>,BCFtools,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://statgen.bitbucket.io/xhmm>,XHMM,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://www.wikidata.org/wiki/Q85738947>,ANNOVAR,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9.270276497695853,15,0
<https://www.wikidata.org/wiki/Q101554882>,Soscisurvey,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.510752688172043,2,0
<https://github.com/guigolab/ggsashimi>,ggsashimi,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3440860215053763,2,0
<https://cran.r-project.org/package=bnlearn>,bnlearn,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.010752688172043012,1,0
<https://cran.r-project.org/package=quantregForest>,quantregForest,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.010752688172043012,1,0
<https://cran.r-project.org/package=psych>,psych,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://cran.r-project.org/package=tidyr>,tidyr,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://www.pharmacompass.com/pdf/party/content/omnicomm-systems-inc-party-content-1496916964.pdf>,Promasys,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<https://www.wikidata.org/wiki/Q104854189>,dplyr,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.010752688172043,4,0
<http://www.dissect.ed.ac.uk/>,DISSECT,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<http://www.haplotype-reference-consortium.org/>,HRC,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://alkesgroup.broadinstitute.org/BOLT-LMM>,BOLT-LMM,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://cran.r-project.org/package=ordinal>,ordinal,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://cran.r-project.org/package=rms>,rms,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://cran.r-project.org/src/contrib/Archive/gtx>,GTX,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://github.com/DReichLab/EIG>,SMARTPCA,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://github.com/hmgu-itg/metacarpa>,METACARPA,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://hydra.usc.edu/gxe>,Quanto,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://mathgen.stats.ox.ac.uk/genetics_software/shapeit/shapeit.html>,SHAPEITv,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://mathgen.stats.ox.ac.uk/genetics_software/snptest/snptest.html>,SNPTEST,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://mathgen.stats.ox.ac.uk/impute/impute_v2.html>,IMPUTE,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://people.virginia.edu/~wc9c/KING>,KING,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://www.illumina.com/Documents/products/technotes/technote_gencall_data_analysis_software.pdf>,GenCall,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,13.653609831029186,16,0
<https://enketo.org/>,Enketo,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.3440860215053763,3,0
<https://www.wikidata.org/wiki/Q56291130>,Open Data Kit,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3440860215053763,3,0
<https://genome.unc.edu/las>,LAS,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,2.885616076150185,8,0
<https://jexpress.bioinfo.no/site>,J-Express,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,2.885616076150185,8,0
<http://bioconductor.org/packages/MutationalPatterns>,MutationalPatterns,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<http://mutationassessor.org/>,MutationAssessor,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<http://varscan.sourceforge.net/>,VarScan,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<http://www.cbs.dtu.dk/services/MuPeXI>,MuPeXI,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<http://www.cbs.dtu.dk/services/NetMHCpan>,NetMHCpan,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<http://www.ifi.uio.no/bioinf/Projects/ASCAT>,ASCAT,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://bioconductor.org/packages/ChAMP>,ChAMP,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://bioconductor.org/packages/SomaticSignatures>,SomaticSignatures,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://bioconductor.org/packages/tximport>,tximport,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
